temperatura,hora,dia_semana,consumo_energia,imputado_temperatura,imputado_consumo_energia,outlier_temperatura,outlier_consumo_energia
26.12210019191125,2,1,399.50128228334876,0,0,0,0
31.503127005279794,2,1,426.5902152940501,0,0,0,0
24.80490240311228,2,1,367.55854403720383,0,0,0,0
24.3496985322319,2,1,345.9734795687038,0,0,0,0
15.633799440904241,2,1,271.7803567071316,0,0,0,0
22.81617881380891,3,1,344.7709857506418,0,0,0,0
20.989002959824106,3,1,300.2167129296792,0,0,0,0
35.85471358748907,3,1,466.79310375741,0,0,0,0
38.221716735085174,3,1,486.6986024414246,0,0,0,0
27.576471608122336,3,1,375.1669913297691,0,0,0,0
24.74238535737677,3,1,346.6632502607202,0,0,0,0
19.787111526647116,3,1,303.50826261324266,0,0,0,0
27.550621806250376,3,1,372.4518332244424,0,0,0,0
27.33626107591395,3,1,382.5398043702628,0,0,0,0
25.10396853837704,3,1,351.2353931397606,0,0,0,0
25.17135907100111,3,1,350.5781835429768,0,0,0,0
20.36918368258396,3,1,296.10053053314857,0,0,0,0
23.631353739166197,3,1,357.3444872164521,0,0,0,0
27.085476622116232,3,1,342.6249397119259,0,0,0,0
21.297549468339206,3,1,347.816586530437,0,0,0,0
22.726026413111537,3,1,323.4940788356161,0,0,0,0
20.44837829035858,3,1,359.78163468561496,0,0,0,0
30.450917355102234,3,1,428.2658759883381,0,0,0,0
19.19108078043818,3,1,329.3277202258928,0,0,0,0
24.442455864285282,3,1,370.4471826571112,0,0,0,0
25.39798931188018,3,1,349.3970234099337,0,0,0,0
26.738382417691682,3,1,338.963777759392,0,0,0,0
20.651684593626527,3,1,315.5192852658219,0,0,0,0
23.671977198569476,3,1,353.71162150718243,0,0,0,0
29.79408153233836,3,1,391.92458050315633,0,0,0,0
22.599188584034778,3,1,379.45701997400556,0,0,0,0
28.20239897600412,3,1,376.72606751147276,0,0,0,0
22.254367595052113,3,1,317.40098174183026,0,0,0,0
19.905974012046432,3,1,328.856929893483,0,0,0,0
25.58794314943601,3,1,377.72990041848726,0,0,0,0
25.18787429667933,3,1,399.57145510578874,0,0,0,0
34.59303166938104,3,1,466.1759286566804,0,0,0,0
28.901008605930375,3,1,389.1067060778002,0,0,0,0
32.59668175545322,3,1,434.2691178925585,0,0,0,0
20.563352705721144,3,1,314.1286597979252,0,0,0,0
31.98922153515749,3,1,400.94664432663654,0,0,0,0
23.014423342160736,3,1,324.49644736003495,0,0,0,0
21.012809414649507,3,1,332.4777922041039,0,0,0,0
28.464278779089057,3,1,446.3490662815643,0,0,0,0
22.544231264289476,3,1,334.36613708527403,0,0,0,0
29.25562049190119,3,1,396.69932710366777,0,0,0,0
22.74873306110864,3,1,330.47396705972625,0,0,0,0
28.888675236239273,3,1,418.523117966406,0,0,0,0
27.47882786507755,3,1,421.0588732375811,0,0,0,0
21.976276677308938,3,1,337.5884400868945,0,0,0,0
33.00537153082196,3,1,468.37866125144507,0,0,0,0
31.613722334425677,3,1,385.25788671181687,0,0,0,0
23.275084190214663,3,1,349.3050242716658,0,0,0,0
31.745895244443524,3,1,403.22454378622143,0,0,0,0
28.898480910897472,3,1,439.012502420701,0,0,0,0
20.873540195845678,3,1,304.90604910819974,0,0,0,0
28.305764643306734,3,1,385.6247948603642,0,0,0,0
31.33825755593987,3,1,412.0269276736329,0,0,0,0
15.634970845346897,3,1,272.22813799114766,0,0,0,0
24.635711555794725,3,1,363.96861487711965,0,0,0,0
22.66690515912177,3,1,357.68160905374793,0,0,0,0
22.711833753311925,3,1,350.9850695257465,0,0,0,0
26.00016893656164,3,1,383.2089283789511,0,0,0,0
26.325819613732936,3,1,418.2814769658448,0,0,0,0
34.675770200301145,4,1,469.06346889868763,0,0,0,0
28.549663740736186,4,1,410.48832847151704,0,0,0,0
20.69345210151446,4,1,326.77208186771446,0,0,0,0
19.81004322505385,4,1,286.70392598138704,0,0,0,0
28.190934994242866,4,1,413.85308174493053,0,0,0,0
25.398247913069625,4,1,341.6220461553492,0,0,0,0
24.962596016296267,4,1,389.2040920805071,0,0,0,0
26.803239457178975,4,1,387.1753011665411,0,0,0,0
33.56355705638136,4,1,432.58473132371506,0,0,0,0
22.053641741053468,4,1,363.1138927045422,0,0,0,0
16.843324447914632,4,1,271.93448734087633,0,0,0,0
32.27800239628649,4,1,425.43005192117647,0,0,0,0
17.974050765982124,4,1,309.58607279324184,0,0,0,0
28.010591601962417,4,1,385.31073120628145,0,0,0,0
26.914608550286314,4,1,391.0771274128095,0,0,0,0
20.776485006485085,4,1,310.1157725454245,0,0,0,0
27.064994560688987,4,1,402.01118648363394,0,0,0,0
24.77294391033881,4,1,391.7984703329105,0,0,0,0
22.19331001778897,4,1,369.1595561619538,0,0,0,0
25.409221672647693,4,1,377.7833694172345,0,0,0,0
25.49994081882776,4,1,387.40901692202766,0,0,0,0
29.928649978399314,4,1,414.9890709629259,0,0,0,0
21.772139639823024,4,1,356.434834581903,0,0,0,0
34.764586912447555,4,1,449.52636329817534,0,0,0,0
26.6967790637811,4,1,420.4349698785403,0,0,0,0
20.37303871178522,4,1,331.0703931681309,0,0,0,0
20.174772097119103,4,1,302.28964915166154,0,0,0,0
26.006972793576406,4,1,370.89243532430095,0,0,0,0
28.64259321757268,4,1,437.14333522015727,0,0,0,0
21.78611808550026,4,1,326.45590023182604,0,0,0,0
21.275106162574723,4,1,365.60007808851907,0,0,0,0
23.76808298742726,4,1,365.0809174902888,0,0,0,0
26.04843031787244,4,1,361.12272343260486,0,0,0,0
34.00715049633244,4,1,469.71453755713986,0,0,0,0
16.69209505411004,4,1,293.6966800167484,0,0,0,0
25.167217339865754,4,1,374.3457423926346,0,0,0,0
29.272626135333077,4,1,442.0219264382773,0,0,0,0
27.43887410542169,4,1,382.13584621659095,0,0,0,0
19.499228835141526,4,1,307.0861386276592,0,0,0,0
15.785315468761622,4,1,267.3472512933478,0,0,0,0
21.731604296812904,4,1,350.43399850815047,0,0,0,0
19.871383025126963,4,1,315.97310908070483,0,0,0,0
22.155615124013156,4,1,346.4815825118533,0,0,0,0
22.983101270156588,4,1,366.88260898699775,0,0,0,0
32.50976482594298,4,1,407.26781512714786,0,0,0,0
20.028224671845635,4,1,348.6739280440779,0,0,0,0
29.311967361913794,4,1,404.1009677597353,0,0,0,0
22.506830521057744,4,1,341.84817877800924,0,0,0,0
34.71764440561098,4,1,443.059551307433,0,0,0,0
26.565922369324902,4,1,405.704236730704,0,0,0,0
28.38984985448264,4,1,440.27567556892393,0,0,0,0
27.06035568533012,4,1,411.91007626283033,0,0,0,0
22.358514766685104,4,1,346.0743512191279,0,0,0,0
33.30735082864009,4,1,444.81669829715304,0,0,0,0
17.947662917936125,4,1,301.3019766846719,0,0,0,0
25.163194183454358,4,1,382.9492344259665,0,0,0,0
20.544038872923565,4,1,336.51968226512037,0,0,0,0
33.46773566706836,4,1,465.02501873349496,0,0,0,0
26.561891052332857,4,1,338.7459519981511,0,0,0,0
34.021740548933714,5,1,468.8346761106754,0,0,0,0
29.879083596723547,5,1,434.85520106437036,0,0,0,0
18.13960406365193,5,1,321.54073383767167,0,0,0,0
24.90234805266449,5,1,358.4739308390218,0,0,0,0
26.50850004450868,5,1,363.9922614673922,0,0,0,0
17.90283401727495,5,1,321.1531551189822,0,0,0,0
28.39274827310526,5,1,444.42974520979095,0,0,0,0
23.67039962902224,5,1,385.3936433050925,0,0,0,0
30.035786002983347,5,1,439.88211161626674,0,0,0,0
23.163980328941257,5,1,343.25197684760167,0,0,0,0
28.441026532264413,5,1,412.33395640241343,0,0,0,0
38.40933591407689,5,1,513.4133209592042,0,0,1,0
14.564864906989657,5,1,272.2821027537978,0,0,0,0
24.67613870101062,5,1,403.11299111099254,0,0,0,0
28.434137477264194,5,1,399.93102029932254,0,0,0,0
21.513178860419146,5,1,339.7819505410351,0,0,0,0
21.962638561898466,5,1,370.6538948403923,0,0,0,0
28.44129855386207,5,1,416.60288277173123,0,0,0,0
14.235432421212423,5,1,254.52906365889777,0,0,0,0
26.246542978208645,5,1,394.6789525392626,0,0,0,0
24.47828603506554,5,1,351.1255301447055,0,0,0,0
30.944031205965782,5,1,401.26333838706785,0,0,0,0
28.051080847946114,5,1,384.5841418200213,0,0,0,0
22.55575289106863,5,1,359.47915879333607,0,0,0,0
38.40933591407689,5,1,524.9454618471191,0,0,1,0
26.650568952354718,5,1,384.8667807566988,0,0,0,0
31.521701214390763,5,1,433.7607451060395,0,0,0,0
26.928554202657264,5,1,416.34681656515085,0,0,0,0
25.51429288966167,5,1,394.0195043863292,0,0,0,0
25.679297120408286,5,1,363.2181808966998,0,0,0,0
33.41657287963765,5,1,456.28143109290954,0,0,0,0
28.09541584694005,5,1,390.7511635577976,0,0,0,0
31.882482250097688,5,1,448.62867471308493,0,0,0,0
15.624963062640319,5,1,227.84086121402188,0,0,0,0
29.058527858066327,5,1,406.41004275679563,0,0,0,0
21.407580074194417,5,1,338.8940183096831,0,0,0,0
25.900355188479907,5,1,402.8241100686286,0,0,0,0
19.417377800256705,5,1,330.98220228352204,0,0,0,0
28.365668461164844,5,1,386.29294959722654,0,0,0,0
27.381788846781095,5,1,393.331869690241,0,0,0,0
24.079838004004987,5,1,382.7859989679057,0,0,0,0
31.26173181149004,5,1,465.91938622638526,0,0,0,0
26.13747937866027,5,1,409.3973908301742,0,0,0,0
28.546762572276585,5,1,399.07014247707866,0,0,0,0
20.82064872190847,5,1,327.882141954057,0,0,0,0
26.09194493772087,5,1,395.72057099786707,0,0,0,0
29.343991691527748,5,1,421.9927016497059,0,0,0,0
29.364121755028172,5,1,448.62504401697095,0,0,0,0
28.818340748594977,5,1,389.10479052884534,0,0,0,0
24.344443306597586,5,1,330.94472438335055,0,0,0,0
26.577614704601267,5,1,365.0068952229266,0,0,0,0
23.93955165039787,5,1,356.7679973541779,0,0,0,0
17.144238244410584,5,1,338.2546248475915,0,0,0,0
34.28323718280977,5,1,465.5115095314011,0,0,0,0
28.97379261235967,5,1,396.67550711494346,0,0,0,0
26.405046251409033,5,1,402.04375282104183,0,0,0,0
19.772352571629735,5,1,262.20805716373184,0,0,0,0
19.998343376972127,5,1,309.39154913244533,0,0,0,0
23.60094828811497,5,1,349.41282641819265,0,0,0,0
29.501992941975317,5,1,419.85971843126504,0,0,0,0
30.823696772285857,6,1,444.60743977923534,0,0,0,0
26.679840867202884,6,1,415.5505483760079,0,0,0,0
27.46780102167146,6,1,394.07985088590306,0,0,0,0
30.73243579366519,6,1,430.2699573479185,0,0,0,0
28.494598425403943,6,1,430.27256332281087,0,0,0,0
26.886316296711133,6,1,408.32827143628083,0,0,0,0
25.929188144513766,6,1,375.63601718352874,0,0,0,0
26.191844913673926,6,1,401.0981380665879,0,0,0,0
25.188482865619616,6,1,358.3869306685789,0,0,0,0
21.657725445734112,6,1,379.1301508337298,0,0,0,0
25.97581023570909,6,1,388.43414954931774,0,0,0,0
29.22227936035833,6,1,419.15564120278367,0,0,0,0
21.833843016425114,6,1,337.5967452747523,0,0,0,0
17.60277888430138,6,1,327.67346543323043,0,0,0,0
22.894005916935434,6,1,345.99737869195565,0,0,0,0
30.251597761381774,6,1,438.07715256684105,0,0,0,0
29.6082505596223,6,1,417.75824658809313,0,0,0,0
26.008264525646272,6,1,424.3209428194662,0,0,0,0
21.871613562518938,6,1,346.9153927791035,0,0,0,0
22.050526217685544,6,1,365.8934307519284,0,0,0,0
19.23146838184818,6,1,345.141298399781,0,0,0,0
28.006033744645574,6,1,408.9539652358703,0,0,0,0
24.92218455564853,6,1,350.24701182427543,0,0,0,0
25.717939682525802,6,1,423.0309404018707,0,0,0,0
25.86127193205519,6,1,384.67154850506415,0,0,0,0
30.319704937804282,6,1,448.37579931581485,0,0,0,0
12.612469406854917,6,1,229.17674034254316,0,0,0,0
24.245811442166524,6,1,373.8606981714208,0,0,0,0
29.687387462534623,6,1,461.63105438451896,0,0,0,0
29.6868370712684,6,1,431.71932701743214,0,0,0,0
30.58966911363576,6,1,461.6476261550105,0,0,0,0
23.094311516632906,6,1,352.3609980391301,0,0,0,0
20.79275242935496,6,1,323.4927526490458,0,0,0,0
29.054568863078483,6,1,415.22626357555555,0,0,0,0
27.504222374722286,6,1,387.68944099501203,0,0,0,0
20.495394407229234,6,1,311.2933671715935,0,0,0,0
29.16801602418674,6,1,410.79835066225587,0,0,0,0
26.010372530806563,6,1,403.7147311146683,0,0,0,0
28.79750018758061,6,1,375.5605762388947,0,0,0,0
17.36269321940648,6,1,299.40301737190674,0,0,0,0
23.770758412780083,6,1,348.3863003579656,0,0,0,0
26.406058412920327,6,1,408.523969976835,0,0,0,0
20.635055165553236,6,1,331.1574546731832,0,0,0,0
31.149951842193417,6,1,438.4572848222377,0,0,0,0
23.975337628791962,6,1,372.5654702331555,0,0,0,0
28.725026564386404,6,1,422.35506615484695,0,0,0,0
26.702946082002484,6,1,397.4908137914359,0,0,0,0
22.461529358051447,6,1,359.9167437744962,0,0,0,0
22.748990541670782,6,1,347.39147834272313,0,0,0,0
32.46476311376914,6,1,435.64081849697243,0,0,0,0
33.18541203996371,6,1,446.1136082021798,0,0,0,0
26.870310440655217,6,1,356.4637673929858,0,0,0,0
31.037515974759604,6,1,403.8837672341179,0,0,0,0
22.192211268346874,6,1,353.8018364434217,0,0,0,0
23.220129578070836,6,1,356.6302750930058,0,0,0,0
28.453504446743185,6,1,414.90405986608175,0,0,0,0
24.94453998025699,6,1,383.2626917875343,0,0,0,0
36.82703885999987,6,1,537.0158318358713,0,0,0,0
21.438896181754746,6,1,348.95348752617764,0,0,0,0
28.98350963535371,6,1,400.52887405777494,0,0,0,0
26.027278435181515,7,1,397.55010476987405,0,0,0,0
22.581706812812158,7,1,341.1544054545147,0,0,0,0
27.606078955943623,7,1,417.98811443213555,0,0,0,0
20.80749691808024,7,1,373.84120540986004,0,0,0,0
29.768801279056767,7,1,423.8983474068107,0,0,0,0
30.420991220217715,7,1,489.16759647331895,0,0,0,0
23.756920731166613,7,1,394.495803533165,0,0,0,0
18.74400431683161,7,1,288.14295466920686,0,0,0,0
20.774230207869206,7,1,316.168479442767,0,0,0,0
24.66775512345272,7,1,389.40335248583654,0,0,0,0
28.252250462680696,7,1,398.9507636905727,0,0,0,0
31.590985336170128,7,1,466.56663120894603,0,0,0,0
27.778710890214462,7,1,368.21671392433416,0,0,0,0
28.573728249444727,7,1,444.9327203610136,0,0,0,0
21.41491925436032,7,1,316.0436090203744,0,0,0,0
34.3453325183913,7,1,498.69854739533616,0,0,0,0
21.175753858459483,7,1,387.57324886880883,0,0,0,0
27.660030994109714,7,1,398.9011990435448,0,0,0,0
31.89233677726904,7,1,451.93278884635964,0,0,0,0
26.065983141188447,7,1,419.1183546185951,0,0,0,0
18.732469938141193,7,1,318.7613612124209,0,0,0,0
23.117887227059022,7,1,337.04244544736724,0,0,0,0
26.94187864615084,7,1,378.83952115884506,0,0,0,0
22.838494070952294,7,1,357.24040637170054,0,0,0,0
26.749000122839536,7,1,394.93231546075725,0,0,0,0
27.840516025643232,7,1,404.09959650738944,0,0,0,0
24.45488290018268,7,1,353.84250337705134,0,0,0,0
21.183569479107092,7,1,338.0350867617471,0,0,0,0
22.944875317484136,7,1,339.49022591350047,0,0,0,0
27.605612141896692,7,1,384.0026912635271,0,0,0,0
20.65356506505678,7,1,316.6418097700204,0,0,0,0
16.45386800398702,7,1,289.8951241612554,0,0,0,0
20.030686625825734,7,1,371.1785480058086,0,0,0,0
21.67649547424493,7,1,324.5979157525373,0,0,0,0
20.05021103723993,7,1,302.2365209892439,0,0,0,0
16.563604601794157,7,1,290.2813343524222,0,0,0,0
25.8884902289512,7,1,397.7215087264341,0,0,0,0
26.226458713184677,7,1,434.3308247394877,0,0,0,0
28.290715180012818,7,1,403.2171674876892,0,0,0,0
23.559686008243606,7,1,385.6197326930205,0,0,0,0
23.32698072734852,7,1,399.70365951618805,0,0,0,0
20.609391481972736,7,1,363.78380237043007,0,0,0,0
33.4997868728819,7,1,467.4767963778042,0,0,0,0
29.317641212607604,7,1,419.34977200357713,0,0,0,0
28.78516032526989,7,1,438.3574142464089,0,0,0,0
27.423673239844618,7,1,415.3847472542811,0,0,0,0
32.70376188258386,7,1,457.9291375861902,0,0,0,0
24.02754257567612,7,1,357.3578556280374,0,0,0,0
27.367359495176142,7,1,417.8717774048543,0,0,0,0
25.090236262341122,7,1,399.4340419261562,0,0,0,0
14.19348056848819,7,1,290.2921341838746,0,0,0,0
22.953457629521395,7,1,377.73149751760246,0,0,0,0
26.929850462844378,7,1,413.8464743408706,0,0,0,0
26.227493408971565,7,1,431.7464619676584,0,0,0,0
28.138031487809155,7,1,418.22957431254576,0,0,0,0
22.763390521706246,7,1,344.8591307109639,0,0,0,0
23.894787682314746,7,1,393.81396230974775,0,0,0,0
15.438725122901115,7,1,282.64576583055674,0,0,0,0
27.192378694048635,7,1,443.117466579604,0,0,0,0
27.7587039995546,8,1,409.51284529421804,0,0,0,0
24.05492851158763,8,1,376.67837167429866,0,0,0,0
25.88954195705827,8,1,389.92211175898876,0,0,0,0
26.639397620796785,8,1,402.2154491175068,0,0,0,0
29.47898109117964,8,1,449.18505207532223,0,0,0,0
36.61304612631383,8,1,508.17706073057184,0,0,0,0
20.686121179784397,8,1,342.9603222287409,0,0,0,0
29.166669558901535,8,1,463.78872738288607,0,0,0,0
24.02304824411488,8,1,378.164117124388,0,0,0,0
20.04236479447684,8,1,340.14048290693063,0,0,0,0
22.850042956925805,8,1,365.3958976200016,0,0,0,0
27.57830315041697,8,1,397.0614075280095,0,0,0,0
22.520609139949254,8,1,357.6991287252324,0,0,0,0
23.65689188030968,8,1,362.33867837420695,0,0,0,0
29.197342522592024,8,1,415.20042705318485,0,0,0,0
27.030470094243334,8,1,402.8213743526147,0,0,0,0
30.977403254127395,8,1,418.0054981657659,0,0,0,0
22.194554345095014,8,1,350.4033324762975,0,0,0,0
26.042459852877904,8,1,404.6962840057028,0,0,0,0
24.482060526764677,8,1,370.20302250410083,0,0,0,0
36.97180950291225,8,1,531.1619786312584,0,0,0,0
25.06260932164893,8,1,349.2543047453033,0,0,0,0
23.963419519958777,8,1,372.1640539936576,0,0,0,0
29.762309852680847,8,1,441.88506718002924,0,0,0,0
24.345997031365222,8,1,362.3720678545598,0,0,0,0
26.99496078750848,8,1,382.87189518762506,0,0,0,0
27.304124327019327,8,1,407.3403512329378,0,0,0,0
29.208161278825376,8,1,382.88224077948496,0,0,0,0
23.700999296162436,8,1,358.55982083378115,0,0,0,0
25.464224505705573,8,1,381.11442775484215,0,0,0,0
35.92865308361287,8,1,514.1957353096253,0,0,0,0
24.81834695978829,8,1,415.94056862441255,0,0,0,0
28.853751048093937,8,1,438.7973845219914,0,0,0,0
28.11671150337414,8,1,412.53334861795884,0,0,0,0
20.910540789307472,8,1,327.2461404440794,0,0,0,0
24.910360158751008,8,1,366.32075998589767,0,0,0,0
29.468488446945553,8,1,455.2733738322641,0,0,0,0
26.57169341565715,8,1,423.46626754787235,0,0,0,0
29.776526042852552,8,1,427.7320567518412,0,0,0,0
21.18637610716893,8,1,364.6146275582266,0,0,0,0
22.654345728947956,8,1,334.6354605538644,0,0,0,0
28.659353521441478,8,1,392.0489424917723,0,0,0,0
25.36126024118958,8,1,377.2254804868899,0,0,0,0
27.867237466776995,8,1,432.4837286236034,0,0,0,0
25.033999222799988,8,1,395.02319578734944,0,0,0,0
24.17184294841184,8,1,376.0479147750686,0,0,0,0
26.321451050766257,8,1,411.95535898901926,0,0,0,0
16.303974239136,8,1,277.48965744963004,0,0,0,0
23.3883976539433,8,1,354.8804705661509,0,0,0,0
23.219539756904723,8,1,363.93906071852496,0,0,0,0
25.62943265288329,8,1,397.31527981446675,0,0,0,0
23.448019317622432,8,1,388.2368667267132,0,0,0,0
19.372064429840155,8,1,361.6668639601551,0,0,0,0
29.72605767305742,8,1,434.58130999084375,0,0,0,0
30.299750848811883,8,1,418.414272150029,0,0,0,0
20.09968849079693,8,1,313.5088894435487,0,0,0,0
26.49398890160881,8,1,388.8619471314488,0,0,0,0
18.43766348275725,8,1,349.0242897413713,0,0,0,0
33.145831824504725,8,1,461.00280235575224,0,0,0,0
20.293092569303674,8,1,320.5453260982608,0,0,0,0
23.786357053444856,9,1,385.4864355882798,0,0,0,0
25.12605433770041,9,1,407.0292737744974,0,0,0,0
26.09654456566027,9,1,399.2763562435113,0,0,0,0
29.25448981083986,9,1,423.0048093138546,0,0,0,0
24.77243877349379,9,1,376.68534465447016,0,0,0,0
21.426596615047842,9,1,354.8201129561887,0,0,0,0
32.08205895850146,9,1,494.77408951911434,0,0,0,0
33.06489085296527,9,1,470.91502545794515,0,0,0,0
22.478509920936883,9,1,381.7450071819128,0,0,0,0
26.812249407972633,9,1,444.05957555397197,0,0,0,0
27.929521005823247,9,1,407.7764567621559,0,0,0,0
37.2993599251469,9,1,504.0027074352682,0,0,0,0
26.446694528214923,9,1,424.83420758082667,0,0,0,0
23.601936400476617,9,1,399.563214090122,0,0,0,0
25.940366784958865,9,1,383.47427909458463,0,0,0,0
15.66730024319692,9,1,318.01135045347854,0,0,0,0
26.047350418238864,9,1,401.1855533698945,0,0,0,0
14.380035909371822,9,1,284.197617736122,0,0,0,0
21.87113478134112,9,1,373.46998701451696,0,0,0,0
